emp_no,salary
469733,4
469734,4
469735,6588
469736,6222
469737,5435
469738,4
469739,5499
469740,4
469741,5092
469742,6899
469743,4
469744,4
469745,4815
469746,4
469747,4125
469748,6133
469749,4
469750,4
469751,4
469752,1052
469753,6059
469754,4327
469755,5092
469756,4
469757,4
469758,4
469759,5129
469760,5075
469761,6898
469762,546
469763,7807
469764,4
469765,5123
469766,4
469767,6975
469768,4
469769,4759
469770,4124
469771,6709
469772,6453
469773,4949
469774,6612
469775,4758
469776,9506
469777,6612
469778,641
469779,4591
469780,496
469781,4
469782,4154
469783,4836
469784,4
469785,4
469786,4189
469787,4706
469788,5403
469789,468
469790,4093
469791,5874
469792,4
469793,6211
469794,4
469795,4
469796,4
469797,4
469798,7702
469799,4
469800,4
469801,4315
469802,4
469803,7029
469804,4
469805,5554
469806,4006
469807,4
469808,4
469809,7936
469810,4
469811,8022
469812,4
469813,4
469814,4
469815,5708
469816,634
469817,4543
469818,683
469819,417
469820,4256
469821,9935
469822,7161
469823,4
469824,4
469825,52
469826,4
469827,4
469828,6944
469829,5366
469830,4294
469831,8402
469832,5217
469833,4717
469834,469
469835,4
469836,4
469837,5585
469838,6992
469839,4882
469840,8492
469841,4327
469842,4
469843,709
469844,4
469845,4
469846,4813
469847,4575
469848,4916
469849,4491
469850,5082
469851,4511
469852,4
469853,5562
469854,4
469855,4
469856,5555
469857,4449
469858,5109
469859,4
469860,4102
469861,4
469862,5068
469863,7062
469864,4076
469865,5437
469866,7889
469867,4997
469868,7955
469869,4206
469870,8132
469871,4
469872,4
469873,5163
469874,8946
469875,496
469876,4
469877,6766
469878,4
469879,5575
469880,4
469881,4
469882,7387
469883,4
469884,4
469885,7061
469886,8653
469887,6943
469888,7015
469889,5452
469890,453
469891,4856
469892,4373
469893,423
469894,9046
469895,7993
469896,4
469897,8436
469898,701
469899,655
469900,4336
469901,6638
469902,596
469903,5198
469904,5653
469905,7508
469906,4794
469907,6377
469908,4163
469909,7005
469910,4168
469911,4716
469912,4
469913,7253
469914,4
469915,4
469916,4
469917,8416
469918,7516
469919,6058
469920,4
469921,5073
469922,4867
469923,4
469924,4
469925,5219
469926,5825
469927,4
469928,4
469929,4
469930,8142
469931,4
469932,4437
469933,6517
469934,4077
469935,556
469936,4
469937,4241
469938,4658
469939,4133
469940,6765
469941,4508
469942,8863
469943,5688
469944,6149
469945,4
469946,6498
469947,4
469948,4
469949,4364
469950,6742
469951,4
469952,7339
469953,4702
469954,4
469955,5526
469956,8022
469957,6897
469958,5519
469959,6968
469960,5078
469961,5274
469962,5444
469963,6716
469964,4
469965,5128
469966,5116
469967,7202
469968,4
469969,452
469970,4777
469971,4295
469972,4664
469973,4
469974,5408
469975,491
469976,4
469977,4
469978,4995
469979,4
469980,466
469981,4715
469982,5882
469983,441
469984,4
469985,4
469986,6062
469987,4322
469988,7422
469989,4
469990,4743
469991,5277
469992,5258
469993,4
469994,4
469995,4
469996,4356
469997,4
469998,4324
469999,6042
470000,4
470001,8709
470002,4455
470003,6272
470004,4
470005,8072
470006,4078
470007,5096
470008,5498
470009,4
470010,4878
470011,4
470012,6942
470013,4836
470014,4
470015,4
470016,5921
470017,7304
470018,7686
470019,964
470020,5632
470021,5332
470022,4
470023,4
470024,7539
470025,5829
470026,5338
470027,6115
470028,4
470029,7131
470030,4178
470031,4
470032,4619
470033,6528
470034,5421
470035,4
470036,4241
470037,4
470038,4
470039,4522
470040,7162
470041,438
470042,889
470043,5104
470044,4
470045,4962
470046,724
470047,937
470048,4
470049,4
470050,4049
470051,4
470052,7336
470053,4569
470054,4
470055,4906
470056,7081
470057,4
470058,5284
470059,4
470060,4
470061,5785
470062,8878
470063,549
470064,4543
470065,6611
470066,493
470067,5835
470068,8049
470069,5663
470070,523
470071,5348
470072,488
470073,4
470074,7222
470075,4
470076,4121
470077,4749
470078,446
470079,7034
470080,4
470081,4
470082,5022
470083,544
470084,409
470085,8022
470086,5129
470087,4
470088,4
470089,4
470090,5956
470091,5881
470092,4186
470093,6416
470094,4
470095,4028
470096,535
470097,4
470098,4159
470099,8042
470100,9229
470101,4
470102,4722
470103,4963
470104,443
470105,5832
470106,4
470107,4587
470108,5033
470109,5335
470110,7347
470111,6267
470112,4127
470113,4
470114,454
470115,6951
470116,4
470117,4
470118,6232
470119,4
470120,8615
470121,4239
470122,4
470123,4
470124,4
470125,4
470126,6182
470127,5031
470128,4
470129,5242
470130,4
470131,5222
470132,7615
470133,5792
470134,4205
470135,7115
470136,5304
470137,6507
470138,4995
470139,6171
470140,4
470141,8151
470142,4
470143,4848
470144,4
470145,4165
470146,5941
470147,6608
470148,7078
470149,4
470150,7777
470151,4
470152,4
470153,6379
470154,4611
470155,5131
470156,4
470157,5741
470158,6845
470159,4673
470160,7884
470161,4
470162,4
470163,4
470164,59
470165,7078
470166,7258
470167,8891
470168,4
470169,5511
470170,4944
470171,5449
470172,4
470173,4
470174,4
470175,5953
470176,1081
470177,5221
470178,5574
470179,4
470180,5861
470181,9439
470182,4
470183,4629
470184,7333
470185,4941
470186,7662
470187,5108
470188,6954
470189,5701
470190,4606
470191,5796
470192,4
470193,61
470194,4
470195,4352
470196,6092
470197,789
470198,8054
470199,5697
470200,4
470201,4
470202,4
470203,5664
470204,4302
470205,4864
470206,7561
470207,4
470208,4805
470209,4814
470210,4
470211,4428
470212,4813
470213,7105
470214,5716
470215,4
470216,4907
470217,4
470218,4036
470219,6763
470220,5177
470221,5013
470222,4
470223,4046
470224,4
470225,566
470226,4
470227,7563
470228,4
470229,8197
470230,4
470231,4
470232,4
470233,6336
470234,4
470235,4714
470236,7264
470237,4
470238,4318
470239,5349
470240,4397
470241,4098
470242,4
470243,5096
470244,4
470245,4368
470246,4
470247,7537
470248,4
470249,7135
470250,4621
470251,4534
470252,4
470253,5908
470254,4
470255,5119
470256,4
470257,5915
470258,9083
470259,4
470260,4
470261,5049
470262,4
470263,5197
470264,7918
470265,4345
470266,4941
470267,597
470268,4
470269,4
470270,4
470271,4
470272,5618
470273,632
470274,4
470275,876
470276,4
470277,5493
470278,4412
470279,4
470280,4895
470281,4
470282,4
470283,7451
470284,4738
470285,4
470286,6576
470287,7214
470288,6718
470289,4
470290,7176
470291,4308
470292,5058
470293,706
470294,8393
470295,4
470296,4
470297,4
470298,4
470299,6011
470300,447
470301,4
470302,6001
470303,4
470304,4407
470305,4
470306,5345
470307,528
470308,4
470309,4087
470310,5003
470311,6119
470312,4664
470313,7148
470314,5187
470315,4
470316,6028
470317,6097
470318,4
470319,4
470320,4798
470321,4
470322,6981
470323,4
470324,6835
470325,4441
470326,5314
470327,5304
470328,749
470329,4618
470330,512
470331,7273
470332,4625
470333,4
470334,4
470335,4
470336,4314
470337,6431
470338,4
470339,7569
470340,5988
470341,9021
470342,5018
470343,4
470344,4991
470345,4
470346,4889
470347,4039
470348,4583
470349,4842
470350,4
470351,4
470352,629
470353,4
470354,7455
470355,6531
470356,4
470357,7542
470358,4
470359,5296
470360,4
470361,4251
470362,4
470363,6802
470364,4
470365,5628
470366,5304
470367,5005
470368,483
470369,4
470370,4451
470371,4
470372,526
470373,4
470374,4
470375,4791
470376,461
470377,4537
470378,4
470379,7374
470380,4638
470381,5114
470382,4
470383,4049
470384,4
470385,4067
470386,6589
470387,4
470388,8568
470389,4
470390,4069
470391,4909
470392,7767
470393,5828
470394,4
470395,7996
470396,6259
470397,4
470398,4
470399,4
470400,4
470401,7359
470402,4082
470403,4
470404,9416
470405,4735
470406,5569
470407,5289
470408,554
470409,4
470410,457
470411,7135
470412,4
470413,7075
470414,4018
470415,7705
470416,4261
470417,4
470418,713
470419,4
470420,4327
470421,5192
470422,516
470423,4244
470424,692
470425,5365
470426,4
470427,6635
470428,8001
470429,4
470430,6021
470431,519
470432,6214
470433,5974
470434,8179
470435,5642
470436,572
470437,7241
470438,6204
470439,9005
470440,4391
470441,5287
470442,4
470443,4791
470444,4497
470445,4
470446,4682
470447,4
470448,5648
470449,4272
470450,4
470451,111
470452,4
470453,5812
470454,4
470455,4
470456,4563
470457,4
470458,6037
470459,4
470460,4
470461,485
470462,5782
470463,6696
470464,4
470465,4
470466,7727
470467,4734
470468,5583
470469,8407
470470,6947
470471,5799
470472,4
470473,4
470474,809
470475,6713
470476,4
470477,4
470478,9236
470479,5656
470480,4135
470481,4247
470482,4
470483,5551
470484,4051
470485,9438
470486,6501
470487,4378
470488,4
470489,4
470490,4
470491,5988
470492,5531
470493,4
470494,7115
470495,4157
470496,5593
470497,8873
470498,7866
470499,5349
470500,4824
470501,4
470502,5091
470503,5626
470504,4914
470505,4
470506,7163
470507,6797
470508,4274
470509,4395
470510,4
470511,4
470512,4
470513,4
470514,6337
470515,4172
470516,4
470517,4276
470518,4
470519,5067
470520,598
470521,5613
470522,7488
470523,7932
470524,8474
470525,7566
470526,4
470527,9178
470528,7078
470529,4
470530,7077
470531,4
470532,4
470533,741
470534,4
470535,4
470536,1004
470537,7967
470538,6536
470539,4844
470540,4122
470541,5684
470542,4
470543,4525
470544,5072
470545,5847
470546,4208
470547,7039
470548,4
470549,735
470550,4118
470551,4748
470552,5876
470553,4
470554,4792
470555,5903
470556,4
470557,6298
470558,6592
470559,4601
470560,4
470561,5566
470562,4537
470563,4
470564,4
470565,7996
470566,4
470567,8036
470568,4063
470569,5992
470570,4396
470571,4927
470572,9426
470573,4
470574,9917
470575,4
470576,6053
470577,4668
470578,6095
470579,496
470580,8187
470581,6613
470582,4
470583,6598
470584,4
470585,4
470586,4
470587,4
470588,6305
470589,4
470590,4994
470591,4
470592,4
470593,513
470594,8656
470595,6123
470596,6446
470597,7053
470598,4227
470599,6955
470600,5073
470601,505
470602,46
470603,5187
470604,4016
470605,4
470606,4
470607,585
470608,4
470609,8016
470610,6559
470611,5247
470612,4927
470613,4572
470614,6231
470615,509
470616,4669
470617,4
470618,7842
470619,7835
470620,4
470621,435
470622,6618
470623,4
470624,6302
470625,5706
470626,4403
470627,4201
470628,4
470629,593
470630,593
470631,4
470632,4
470633,9321
470634,5254
470635,4262
470636,8748
470637,4
470638,4
470639,5465
470640,7979
470641,5164
470642,8452
470643,7348
470644,7271
470645,4
470646,7175
470647,5225
470648,4
470649,4
470650,5515
470651,4
470652,4
470653,4176
470654,5359
470655,4481
470656,4
470657,4
470658,5807
470659,4
470660,4
470661,4
470662,4
470663,5855
470664,4
470665,6941
470666,4
470667,9257
470668,4
470669,4594
470670,4228
470671,4162
470672,6376
470673,6274
470674,5847
470675,4449
470676,4
470677,4
470678,6707
470679,6334
470680,4
470681,4972
470682,4012
470683,5893
470684,6799
470685,7779
470686,4
470687,4
470688,6264
470689,6598
470690,4
470691,7028
470692,5936
470693,4
470694,5291
470695,4
470696,4
470697,926
470698,439
470699,5386
470700,4382
470701,4
470702,414
470703,4369
470704,6537
470705,4
470706,4977
470707,4
470708,4
470709,6824
470710,4828
470711,5796
470712,4
470713,605
470714,6393
470715,5461
470716,6896
470717,4
470718,4097
470719,5417
470720,4
470721,8667
470722,4
470723,5172
470724,5297
470725,6879
470726,6715
470727,7833
470728,4547
470729,4
470730,4267
470731,4
470732,5222
470733,4841
470734,848
470735,4
470736,9052
470737,4583
470738,4
470739,4014
470740,4
470741,4
470742,4
470743,7674
470744,4839
470745,5197
470746,9044
470747,4
470748,4533
470749,4
470750,6969
470751,4
470752,4
470753,6044
470754,4
470755,4
470756,5249
470757,5609
470758,5155
470759,4622
470760,7304
470761,5712
470762,516
470763,4
470764,4
470765,637
470766,6527
470767,5159
470768,5114
470769,6017
470770,5011
470771,8128
470772,4563
470773,557
470774,4
470775,5515
470776,6924
470777,9686
470778,4
470779,5263
470780,5376
470781,4
470782,4
470783,527
470784,4309
470785,545
470786,7803
470787,4
470788,4662
470789,5129
470790,4627
470791,6904
470792,4
470793,4
470794,5086
470795,4
470796,4193
470797,7071
470798,4
470799,5477
470800,431
470801,4
470802,653
470803,5059
470804,4
470805,6075
470806,4524
470807,4001
470808,4071
470809,5261
470810,5315
470811,4
470812,4153
470813,7959
470814,4
470815,5555
470816,503
470817,4611
470818,5432
470819,4
470820,5557
470821,4
470822,6596
470823,4333
470824,4677
470825,4
470826,5814
470827,6215
470828,4
470829,546
470830,4
470831,4191
470832,4111
470833,498
470834,5662
470835,4
470836,874
470837,6381
470838,4496
470839,7801
470840,5938
470841,619
470842,4
470843,4
470844,4
470845,4
470846,4778
470847,5155
470848,4
470849,4
470850,4
470851,4
470852,5558
470853,8299
470854,6032
470855,4
470856,6811
470857,4
470858,4
470859,9368
470860,808
470861,5182
470862,693
470863,4
470864,609
470865,5077
470866,6012
470867,4
470868,4
470869,558
470870,7012
470871,4
470872,4
470873,4
470874,7831
470875,4818
470876,4
470877,6115
470878,613
470879,6226
470880,4864
470881,493
470882,4
470883,4
470884,4888
470885,729
470886,4069
470887,4
470888,5908
470889,4
470890,6049
470891,5385
470892,6599
470893,4
470894,8913
470895,4882
470896,4
470897,7148
470898,4
470899,4894
470900,4
470901,4
470902,4
470903,6226
470904,594
470905,9743
470906,4
470907,4799
470908,8023
470909,9008
470910,8265
470911,5261
470912,7194
470913,4138
470914,5797
470915,5426
470916,5121
470917,4553
470918,7488
470919,4719
470920,5949
470921,5144
470922,4331
470923,4
470924,4
470925,4436
470926,435
470927,427
470928,6421
470929,4
470930,6923
470931,4507
470932,4793
470933,4
470934,7228
470935,4327
470936,5268
470937,4
470938,5894
470939,4
470940,634
470941,7292
470942,4
470943,4856
470944,6125
470945,639
470946,4574
470947,4
470948,4669
470949,7143
470950,79
470951,542
470952,5113
470953,6922
470954,4
470955,4
470956,4
470957,4499
470958,4
470959,4
470960,6458
470961,6435
470962,5981
470963,4925
470964,4
470965,5428
470966,4
470967,4
470968,6577
470969,4738
470970,4074
470971,6293
470972,4
470973,4786
470974,4
470975,4431
470976,6607
470977,5403
470978,564
470979,6952
470980,4
470981,4615
470982,6636
470983,4
470984,6117
470985,7132
470986,4114
470987,5483
470988,6727
470989,4786
470990,6708
470991,5909
470992,4483
470993,4
470994,6547
470995,5271
470996,7954
470997,9432
470998,6063
470999,5988
471000,6539
471001,4
471002,4
471003,4
471004,5038
471005,4
471006,603
471007,8968
471008,4776
471009,4
471010,4
471011,4773
471012,4069
471013,4
471014,7594
471015,6876
471016,4
471017,4
471018,4
471019,412
471020,4
471021,7924
471022,4902
471023,5927
471024,4969
471025,5078
471026,8543
471027,4
471028,4242
471029,4
471030,5393
471031,6777
471032,4
471033,4
471034,4
471035,4488
471036,4267
471037,4
471038,5438
471039,4
471040,4698
471041,4
471042,4
471043,5217
471044,4
471045,4
471046,822
471047,5291
471048,6863
471049,6824
471050,5308
471051,4484
471052,4581
471053,4
471054,4248
471055,6577
471056,4
471057,5024
471058,7193
471059,4
471060,5211
471061,4313
471062,6117
471063,7194
471064,4078
471065,7259
471066,5786
471067,4
471068,4
471069,5357
471070,4
471071,4817
471072,458
471073,4
471074,4953
471075,4
471076,4
471077,4
471078,4
471079,6118
471080,4393
471081,4182
471082,4
471083,4
471084,686
471085,4963
471086,4695
471087,5327
471088,4302
471089,4
471090,1006
471091,4
471092,5756
471093,5915
471094,6163
471095,5262
471096,4643
471097,4884
471098,6541
471099,6392
471100,6357
471101,4
471102,4929
471103,4
471104,4
471105,6769
471106,4
471107,4
471108,7784
471109,4
471110,5338
471111,5437
471112,4031
471113,7571
471114,5183
471115,4
471116,1056
471117,6194
471118,6329
471119,4
471120,5292
471121,5001
471122,4155
471123,4
471124,629
471125,4
471126,5776
471127,5292
471128,5198
471129,6073
471130,4
471131,5703
471132,7465
471133,4
471134,4
471135,4
471136,5553
471137,4
471138,4
471139,5855
471140,7574
471141,4251
471142,5543
471143,4
471144,5096
471145,4
471146,6464
471147,4045
471148,438
471149,4
471150,4862
471151,4762
471152,5357
471153,4859
471154,7624
471155,6018
471156,5911
471157,4871
471158,5925
471159,585
471160,4
471161,4
471162,4
471163,7472
471164,4878
471165,4
471166,4
471167,5958
471168,7664
471169,6747
471170,7278
471171,4
471172,4
471173,4524
471174,4
471175,4252
471176,4
471177,4
471178,4179
471179,6377
471180,4528
471181,4336
471182,457
471183,4496
471184,4
471185,4195
471186,4274
471187,5844
471188,4
471189,5286
471190,5831
471191,639
471192,4002
471193,5142
471194,7121
471195,4941
471196,4191
471197,4925
471198,5888
471199,6346
471200,7497
471201,4
471202,4
471203,4
471204,4
471205,4
471206,4
471207,4488
471208,4
471209,4389
471210,5261
471211,6286
471212,7372
471213,4
471214,4269
471215,4
471216,4549
471217,8714
471218,4
471219,8001
471220,4
471221,4575
471222,5388
471223,4
471224,5255
471225,4138
471226,4
471227,4
471228,4
471229,574
471230,4
471231,4
471232,5958
471233,4214
471234,4
471235,6835
471236,4117
471237,478
471238,4
471239,4
471240,4
471241,1014
471242,4416
471243,5672
471244,4225
471245,4
471246,8547
471247,5584
471248,4
471249,4
471250,4466
471251,54
471252,498
471253,6512
471254,7549
471255,401
471256,5509
471257,5603
471258,7177
471259,728
471260,7793
471261,4
471262,4
471263,4
471264,4
471265,4545
471266,4124
471267,4933
471268,6612
471269,4761
471270,4
471271,4774
471272,4603
471273,8324
471274,4876
471275,5836
471276,4155
471277,4063
471278,4
471279,6037
471280,6723
471281,4964
471282,4
471283,4
471284,5516
471285,4593
471286,4
471287,4
471288,7349
471289,5565
471290,4238
471291,4
471292,5135
471293,4
471294,4
471295,8773
471296,4476
471297,4837
471298,6576
471299,5918
471300,4913
471301,4252
471302,4895
471303,4656
471304,4
471305,6368
471306,6535
471307,5256
471308,4186
471309,6914
471310,4
471311,4202
471312,4
471313,6314
471314,4084
471315,5423
471316,5016
471317,6205
471318,4
471319,4
471320,4991
471321,4
471322,4
471323,4284
471324,7319
471325,6236
471326,4086
471327,6269
471328,5666
471329,5301
471330,5938
471331,6408
471332,427
471333,7836
471334,4
471335,4
471336,4344
471337,4
471338,4
471339,5785
471340,6584
471341,439
471342,7186
471343,6375
471344,6512
471345,7115
471346,4149
471347,5428
471348,4
471349,4894
471350,7215
471351,6001
471352,5263
471353,6654
471354,6649
471355,4561
471356,4
471357,6271
471358,4
471359,4
471360,5355
471361,594
471362,4
471363,4453
471364,4
471365,5936
471366,4822
471367,4
471368,4341
471369,6589
471370,6001
471371,4
471372,4745
471373,4352
471374,4
471375,419
471376,4
471377,4797
471378,6499
471379,6571
471380,4
471381,4
471382,4
471383,4
471384,5102
471385,7242
471386,4
471387,4
471388,5152
471389,4608
471390,4181
471391,4082
471392,742
471393,6473
471394,6801
471395,7545
471396,7965
471397,4
471398,7393
471399,4
471400,4985
471401,4
471402,4
471403,4
471404,4208
471405,6816
471406,6658
471407,5053
471408,475
471409,503
471410,4
471411,4195
471412,4
471413,4701
471414,4
471415,5526
471416,8561
471417,7169
471418,4973
471419,4658
471420,4
471421,4739
471422,8546
471423,4301
471424,4
471425,4
471426,4879
471427,6467
471428,7592
471429,4
471430,4
471431,4772
471432,443
471433,5034
471434,8588
471435,606
471436,4
471437,5107
471438,442
471439,6971
471440,5769
471441,6303
471442,473
471443,4018
471444,6693
471445,8042
471446,4272
471447,4
471448,4
471449,5813
471450,4112
471451,6994
471452,8069
471453,7853
471454,5319
471455,4
471456,4551
471457,4
471458,5818
471459,8122
471460,4
471461,4
471462,5195
471463,4
471464,5716
471465,4954
471466,5795
471467,4
471468,4063
471469,4
471470,8237
471471,4305
471472,5286
471473,4
471474,5073
471475,6965
471476,6816
471477,5332
471478,9382
471479,5205
471480,4
471481,4
471482,4141
471483,6422
471484,4
471485,4335
471486,4
471487,4
471488,4
471489,7495
471490,5748
471491,7861
471492,5707
471493,4
471494,4391
471495,5431
471496,5723
471497,4
471498,4056
471499,4
471500,5866
471501,4
471502,4
471503,4
471504,4
471505,6267
471506,4
471507,5651
471508,4676
471509,483
471510,5765
471511,4
471512,5625
471513,6252
471514,7051
471515,7026
471516,5584
471517,583
471518,4
471519,4
471520,6968
471521,5525
471522,4
471523,5886
471524,7661
471525,78
471526,7139
471527,4
471528,4
471529,7691
471530,6569
471531,7189
471532,4652
471533,4
471534,4
471535,4
471536,4
471537,5356
471538,668
471539,5551
471540,4813
471541,5659
471542,4157
471543,5212
471544,652
471545,4
471546,8192
471547,5323
471548,7916
471549,4
471550,6319
471551,6401
471552,4276
471553,7779
471554,4836
471555,5174
471556,4
471557,4263
471558,4262
471559,4
471560,4
471561,8076
471562,4679
471563,8011
471564,4199
471565,5797
471566,8333
471567,4
471568,4
471569,4
471570,4
471571,8438
471572,5707
471573,5697
471574,4787
471575,4
471576,561
471577,4
471578,6463
471579,4799
471580,6712
471581,7215
471582,4
471583,4775
471584,6053
471585,5157
471586,4682
471587,5328
471588,4586
471589,4
471590,5927
471591,4
471592,4422
471593,4
471594,4717
471595,6448
471596,4
471597,4964
471598,4
471599,4754
471600,561
471601,4
471602,487
471603,4
471604,5997
471605,6031
471606,4
471607,4075
471608,5332
471609,507
471610,4
471611,7181
471612,558
471613,4
471614,4
471615,6897
471616,4984
471617,5056
471618,4725
471619,646
471620,5424
471621,446
471622,4
471623,4145
471624,4278
471625,5437
471626,4
471627,8284
471628,4
471629,4931
471630,5797
471631,4042
471632,451
471633,8255
471634,5037
471635,5061
471636,4101
471637,4
471638,4713
471639,4461
471640,5279
471641,5316
471642,4
471643,4
471644,4
471645,5281
471646,4
471647,4
471648,4
471649,7562
471650,4546
471651,6067
471652,5628
471653,4265
471654,7061
471655,4
471656,5963
471657,7606
471658,4
471659,8956
471660,5114
471661,4213
471662,4
471663,4841
471664,5001
471665,4791
471666,5915
471667,728
471668,4314
471669,5807
471670,5708
471671,4122
471672,4
471673,4
471674,4017
471675,857
471676,4
471677,4365
471678,5488
471679,8658
471680,4
471681,7155
471682,4247
471683,694
471684,4549
471685,627
471686,6338
471687,4
471688,4676
471689,4
471690,4822
471691,4
471692,4
471693,4
471694,8971
471695,5394
471696,6902
471697,7428
471698,4129
471699,4
471700,4
471701,7724
471702,4013
471703,7448
471704,4834
471705,4992
471706,4495
471707,5936
471708,4
471709,6714
471710,4
471711,5251
471712,5437
471713,4
471714,4
471715,5151
471716,4
471717,4
471718,4932
471719,8898
471720,4
471721,4
471722,7383
471723,6721
471724,4
471725,4989
471726,4812
471727,4
471728,4
471729,4635
471730,4
471731,7892
471732,4543
471733,4
471734,4495
471735,4
471736,4
471737,5878
471738,5151
471739,909
471740,6747
471741,5693
471742,4
471743,5546
471744,7898
471745,4
471746,4
471747,4
471748,4
471749,6429
471750,4
471751,4
471752,7398
471753,4791
471754,4
471755,7113
471756,622
471757,8065
471758,4846
471759,4
471760,4
471761,57
471762,5805
471763,4
471764,5818
471765,4
471766,5605
471767,4
471768,4
471769,5391
471770,5228
471771,4
471772,4
471773,4371
471774,54
471775,4988
471776,4031
471777,4724
471778,4394
471779,4871
471780,5808
471781,6241
471782,4
471783,5659
471784,6872
471785,6232
471786,5949
471787,8241
471788,4
471789,6422
471790,6383
471791,5627
471792,4
471793,4043
471794,8862
471795,6309
471796,4119
471797,6359
471798,7646
471799,4194
471800,6347
471801,4629
471802,6876
471803,8333
471804,4
471805,4
471806,6658
471807,9544
471808,5953
471809,4
471810,4
471811,6285
471812,4
471813,5523
471814,4
471815,4541
471816,653
471817,4
471818,5264
471819,6003
471820,4
471821,8376
471822,4
471823,6697
471824,6013
471825,5344
471826,4293
471827,4063
471828,4415
471829,6872
471830,4
471831,4101
471832,744
471833,4
471834,4
471835,4
471836,6089
471837,4291
471838,4478
471839,5845
471840,7012
471841,4
471842,4
471843,4787
471844,5607
471845,8425
471846,4
471847,6149
471848,4119
471849,5601
471850,4
471851,4
471852,5262
471853,528
471854,5592
471855,4
471856,4
471857,5172
471858,4
471859,5053
471860,4384
471861,4
471862,8009
471863,4
471864,5687
471865,8195
471866,5966
471867,4
471868,6818
471869,4
471870,4
471871,4
471872,7369
471873,6385
471874,4
471875,5632
471876,4
471877,6508
471878,7131
471879,563
471880,4
471881,602
471882,4
471883,548
471884,5243
471885,475
471886,4277
471887,6046
471888,4713
471889,6057
471890,4
471891,9279
471892,4686
471893,472
471894,4923
471895,4
471896,4107
471897,4
471898,4
471899,4
471900,5831
471901,4782
471902,4
471903,6907
471904,6925
471905,4
471906,6607
471907,437
471908,5485
471909,4
471910,7036
471911,4
471912,7157
471913,4
471914,6304
471915,5297
471916,4
471917,4
471918,5236
471919,4
471920,4
471921,4
471922,5114
471923,4
471924,4731
471925,5255
471926,4
471927,6
471928,5727
471929,6672
471930,5933
471931,6041
471932,6931
471933,7917
471934,4
471935,6165
471936,4396
471937,4
471938,7147
471939,6949
471940,4236
471941,9602
471942,5981
471943,5357
471944,5683
471945,5755
471946,4
471947,6728
471948,7017
471949,4
471950,4
471951,4
471952,5532
471953,5308
471954,6877
471955,6767
471956,4
471957,4626
471958,4
471959,5342
471960,4856
471961,4
471962,6053
471963,537
471964,8158
471965,5892
471966,6084
471967,4113
471968,5378
471969,4
471970,4
471971,6704
471972,4539
471973,6542
471974,6639
471975,4978
471976,4799
471977,4
471978,6972
471979,4
471980,4
471981,4724
471982,4863
471983,5953
471984,973
471985,5254
471986,4613
471987,4
471988,4964
471989,4
471990,7525
471991,4
471992,5322
471993,4
471994,4
471995,585
471996,4
471997,4
471998,4
471999,678
472000,4177
472001,7497
472002,729
472003,5275
472004,5561
472005,5944
472006,4826
472007,4
472008,5062
472009,4072
472010,7109
472011,7148
472012,4
472013,6894
472014,6776
472015,4292
472016,6273
472017,5285
472018,4781
472019,6087
472020,5749
472021,7953
472022,4
472023,8325
472024,4894
472025,4127
472026,4006
472027,4863
472028,6406
472029,625
472030,4
472031,4828
472032,7093
472033,4504
472034,4612
472035,4
472036,694
472037,5619
472038,576
472039,602
472040,6792
472041,5471
472042,4825
472043,4
472044,4
472045,7157
472046,4146
472047,6112
472048,4625
472049,4519
472050,4
472051,5526
472052,5252
472053,6864
472054,5919
472055,4256
472056,6521
472057,4
472058,4156
472059,7546
472060,7339
472061,4364
472062,4
472063,4
472064,4895
472065,4
472066,5423
472067,5439
472068,8281
472069,834
472070,4504
472071,4534
472072,4
472073,6046
472074,4
472075,5364
472076,5078
472077,6179
472078,772
472079,4
472080,6787
472081,7014
472082,5178
472083,4
472084,4456
472085,4
472086,4
472087,4
472088,5461
472089,4
472090,4052
472091,4058
472092,7913
472093,4
472094,4
472095,4
472096,4
472097,4
472098,4
472099,5043
472100,4
472101,5344
472102,6858
472103,4
472104,5342
472105,5663
472106,7392
472107,4
472108,4
472109,5492
472110,4
472111,4
472112,4
472113,4089
472114,4
472115,6251
472116,4885
472117,4805
472118,4628
472119,4
472120,5109
472121,6162
472122,5801
472123,5773
472124,4877
472125,7212
472126,9816
472127,6794
472128,6389
472129,7469
472130,68
472131,4
472132,7869
472133,4474
472134,4728
472135,4
472136,4396
472137,7533
472138,5629
472139,7545
472140,8022
472141,6947
472142,4
472143,7881
472144,437
472145,4
472146,5506
472147,8732
472148,569
472149,5675
472150,5042
472151,4194
472152,5264
472153,6573
472154,5635
472155,401
472156,4
472157,8674
472158,7684
472159,4
472160,5907
472161,5561
472162,4504
472163,4352
472164,4
472165,5882
472166,493
472167,4188
472168,4167
472169,5279
472170,5598
472171,8024
472172,4
472173,4981
472174,4
472175,528
472176,7102
472177,4
472178,5493
472179,6781
472180,4671
472181,4
472182,4
472183,4656
472184,6135
472185,4
472186,8334
472187,6058
472188,4
472189,4
472190,4502
472191,4
472192,4
472193,4334
472194,4
472195,5373
472196,4322
472197,4067
472198,5824
472199,4
472200,4211
472201,4
472202,6154
472203,5559
472204,6144
472205,4215
472206,9285
472207,9045
472208,4
472209,4746
472210,6058
472211,4
472212,4868
472213,7085
472214,4346
472215,4
472216,4963
472217,5746
472218,7129
472219,5244
472220,5896
472221,4
472222,4
472223,4
472224,8109
472225,4
472226,4
472227,4198
472228,6764
